Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Avg_Price, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
SBILIFE, EQ, 22-Mar-2021,906.7,905,909.25,895.35,897.55,900.2,900.4,1660688,14952.88,73156,1025097,61.73
SBIN, EQ, 22-Mar-2021,371.15,372,372.8,363.5,367.6,367,367.73,28461974,104661.93,242100,6057167,21.28
SCAPDVR, BE, 22-Mar-2021,1.75,1.7,1.8,1.7,1.7,1.7,1.71,52689,0.9,76, -, -
SCHAEFFLER, EQ, 22-Mar-2021,5261,5299,5357.1,5121.15,5296.05,5293.75,5299.4,7697,407.9,3845,5234,68
SCHAND, EQ, 22-Mar-2021,121.7,123,128.3,121.1,122.5,122.65,124.76,276146,344.52,3458,143706,52.04
SCHNEIDER, EQ, 22-Mar-2021,96.8,95.85,99.65,95.25,97.5,98.2,97.65,635670,620.72,7308,152000,23.91
SCI, EQ, 22-Mar-2021,107.1,107.65,123.4,105.45,119.45,120,119.07,17082816,20340.64,108095,2775906,16.25
SDBL, EQ, 22-Mar-2021,35.05,34.8,34.95,33.6,33.8,33.85,34,174697,59.39,1135,106651,61.05
SEAMECLTD, EQ, 22-Mar-2021,413.65,415,424.75,408,413.6,413.05,411.35,112479,462.68,1310,89028,79.15
SECL, SZ, 22-Mar-2021,15.75,15,15,15,15,15,15,3000,0.45,1,3000,100
SECURCRED, SZ, 22-Mar-2021,12.85,13.45,13.45,12.25,13.45,13.45,12.97,3000,0.39,5,2400,80
SECURKLOUD, EQ, 22-Mar-2021,83.45,84.8,85.45,81.1,82.85,82.15,83.21,47622,39.63,933,32940,69.17
SELAN, EQ, 22-Mar-2021,131.75,132,136.55,130,132.75,132.8,133.41,192489,256.79,3957,70978,36.87
SEPOWER, BE, 22-Mar-2021,3.9,4,4,3.75,3.9,3.9,3.87,5544,0.21,44, -, -
SEQUENT, EQ, 22-Mar-2021,228.15,223,229.95,222.1,227.15,227.35,226.71,950671,2155.28,7998,723359,76.09
SESHAPAPER, EQ, 22-Mar-2021,158.75,157.4,161.2,157,161.2,160.1,159.58,26363,42.07,833,16412,62.25
SETCO, EQ, 22-Mar-2021,15.75,16.3,16.3,14.9,15.35,15.35,15.52,178783,27.75,549,86078,48.15
SETF10GILT, EQ, 22-Mar-2021,201.97,199,203,199,201.7,201.51,201.55,26,0.05,10,18,69.23
SETFGOLD, EQ, 22-Mar-2021,4020.95,3993,4045.5,3982.05,3989.95,3986.45,3999.12,21201,847.85,2228,14753,69.59
SETFNIF50, EQ, 22-Mar-2021,150.89,155,156.87,149.48,150.62,150.41,150,346050,519.08,2526,302177,87.32
SETFNIFBK, EQ, 22-Mar-2021,340.36,338,341,319.9,336.38,335.82,335.94,43007,144.48,1261,30352,70.57
SETFNN50, EQ, 22-Mar-2021,352.38,356.99,356.99,352.5,355.06,356.17,355.35,4322,15.36,397,2731,63.19
SETUINFRA, BE, 22-Mar-2021,0.8,0.75,0.85,0.75,0.8,0.8,0.81,147532,1.2,73, -, -
SEYAIND, EQ, 22-Mar-2021,58.95,58.55,59.25,56.4,58.3,58,58.23,31021,18.06,684,21813,70.32
SEZAL, BZ, 22-Mar-2021,6.05,5.75,5.75,5.75,5.75,5.75,5.75,1,0,1, -, -
SFL, EQ, 22-Mar-2021,1979.5,1983.45,2006.2,1955.05,1974,1970,1977.62,4295,84.94,1365,1550,36.09
SGBAPR28I, GB, 22-Mar-2021,4617.14,4632,4690,4609,4609,4610.19,4629.39,215,9.95,43,190,88.37
SGBAUG24, GB, 22-Mar-2021,4637.05,4788,4788,4616,4620.05,4633.28,4639.67,254,11.78,42,235,92.52
SGBAUG27, GB, 22-Mar-2021,4610,4558.5,4650,4557,4649,4646.66,4632.55,52,2.41,15,51,98.08
SGBAUG28V, GB, 22-Mar-2021,4621.67,4673,4689,4617,4622,4619.06,4624.55,8899,411.54,348,8648,97.18
SGBDC27VII, GB, 22-Mar-2021,4600,4625,4625,4561,4561,4561,4595,14,0.64,6,14,100
SGBDEC25, GB, 22-Mar-2021,4800,4799,4799,4799,4799,4799,4799,1,0.05,1,1,100
SGBDEC25XI, GB, 22-Mar-2021,4695,4563,4563,4563,4563,4563,4563,1,0.05,1,1,100
SGBDEC26, GB, 22-Mar-2021,4565.01,4600,4600,4557,4557,4559.75,4585.69,13,0.6,8,13,100
SGBFEB24, GB, 22-Mar-2021,4665.99,4650,4651.4,4575,4575,4587.74,4617.39,202,9.33,31,199,98.51
SGBFEB27, GB, 22-Mar-2021,4600,4575,4611,4557,4557,4557,4595.4,30,1.38,8,30,100
SGBFEB28IX, GB, 22-Mar-2021,4580.1,4585.05,4585.05,4580.05,4580.05,4580.05,4581.88,30,1.37,4,30,100
SGBFEB29XI, GB, 22-Mar-2021,4640,4750,4750,4640,4641,4641,4660.9,79,3.68,11,79,100
SGBJ28VIII, GB, 22-Mar-2021,4650,4561,4600,4561,4600,4600,4580.5,4,0.18,2,2,50
SGBJAN27, GB, 22-Mar-2021,4800,4794.4,4794.4,4794.4,4794.4,4794.4,4794.4,8,0.38,1,8,100
SGBJAN29IX, GB, 22-Mar-2021,4656.38,4698.99,4701,4650.01,4650.01,4651.73,4672.18,375,17.52,44,337,89.87
SGBJAN29X, GB, 22-Mar-2021,4774,4770,4770,4725,4725,4725,4746.6,13,0.62,5,13,100
SGBJUL25, GB, 22-Mar-2021,4649,4552,4580,4502,4550,4550.04,4534.84,245,11.11,31,163,66.53
SGBJUL27, GB, 22-Mar-2021,4600.09,4890,4890,4558,4558,4558,4757.8,5,0.24,3,4,80
SGBJUL28IV, GB, 22-Mar-2021,4599.2,4600,4638.9,4570,4599.99,4576.28,4596.54,959,44.08,129,887,92.49
SGBJUN27, GB, 22-Mar-2021,4534.44,4559.3,4587.99,4526,4559,4530.12,4543.49,246,11.18,35,224,91.06
SGBJUN28, GB, 22-Mar-2021,4613.75,4655,4658,4582,4590.1,4600.76,4599.91,443,20.38,78,406,91.65
SGBMAR24, GB, 22-Mar-2021,4670,4660,4660,4600,4625,4625,4639.6,75,3.48,5,75,100
SGBMAR25, GB, 22-Mar-2021,4605.89,4602,4602,4600,4600,4600.88,4600.89,18,0.83,3,18,100
SGBMAR28X, GB, 22-Mar-2021,4573,4573,4685,4573,4576,4576,4588.43,112,5.14,21,96,85.71
SGBMAY25, GB, 22-Mar-2021,4631.99,4650,4689,4550,4575,4571.76,4571.58,135,6.17,34,107,79.26
SGBMAY26, GB, 22-Mar-2021,4535.37,4525,4630,4525,4536,4538.06,4553.52,644,29.32,31,626,97.2
SGBMAY28, GB, 22-Mar-2021,4601.01,4600,4604.99,4580,4590,4601.11,4588.73,259,11.88,20,259,100
SGBMR29XII, GB, 22-Mar-2021,4571.68,4610,4610,4575,4580,4596.18,4589.53,489,22.44,92,454,92.84
SGBN28VIII, GB, 22-Mar-2021,4655.05,4700,4757,4610,4621,4621,4687.37,219,10.27,45,98,44.75
SGBNOV23, GB, 22-Mar-2021,4798.85,4804,4805,4701,4800,4800,4744,17,0.81,10,17,100
SGBNOV24, GB, 22-Mar-2021,4612.5,4620,4650,4610,4610,4610,4622.38,59,2.73,11,59,100
SGBNOV25, GB, 22-Mar-2021,4800,4711.02,4711.02,4711.02,4711.02,4711.02,4711.02,62,2.92,4,62,100
SGBNOV258, GB, 22-Mar-2021,4700,4711.04,4711.04,4711.04,4711.04,4711.04,4711.04,60,2.83,1,60,100
SGBNOV25IX, GB, 22-Mar-2021,4592,4610.04,4610.04,4590,4590,4590,4608.22,11,0.51,2,11,100
SGBNOV26, GB, 22-Mar-2021,4700,4557,4557,4557,4557,4557,4557,7,0.32,3,7,100
SGBOC28VII, GB, 22-Mar-2021,4660,4700,4700,4605,4610,4610.27,4625.53,143,6.61,54,130,90.91
SGBOCT25, GB, 22-Mar-2021,4550,4600,4600,4525,4568.95,4533.43,4566.72,1147,52.38,47,1087,94.77
SGBOCT25IV, GB, 22-Mar-2021,4650,4649.88,4649.88,4649.88,4649.88,4649.88,4649.88,17,0.79,1,17,100
SGBOCT25V, GB, 22-Mar-2021,4651,4724.99,4724.99,4724.99,4724.99,4724.99,4724.99,1,0.05,1,1,100
SGBOCT27, GB, 22-Mar-2021,4600,4590,4590,4590,4590,4590,4590,3,0.14,1,3,100
SGBOCT27VI, GB, 22-Mar-2021,4557.14,4569,4641,4557,4557,4557.22,4595.6,40,1.84,11,34,85
SGBSEP24, GB, 22-Mar-2021,4650.75,4699,4699,4607,4609,4609,4673.96,210,9.82,10,202,96.19
SGBSEP27, GB, 22-Mar-2021,4700,4690.1,4690.1,4557,4557,4557,4679.86,13,0.61,2,13,100
SGBSEP28VI, GB, 22-Mar-2021,4625,4625,4660,4605,4615,4612.5,4619.31,384,17.74,83,356,92.71
SGL, EQ, 22-Mar-2021,8.65,9.3,9.3,8.45,9.2,9.1,8.93,105789,9.45,469,49135,46.45
SHAHALLOYS, EQ, 22-Mar-2021,8.75,9.15,9.15,8.4,9.15,9.15,9.01,4763,0.43,32,3927,82.45
SHAKTIPUMP, EQ, 22-Mar-2021,511.65,515,532.5,499.15,528.6,529.4,521.1,63521,331.01,2473,39115,61.58
SHALBY, EQ, 22-Mar-2021,100.05,99.1,103,98.9,99.6,100.1,100.71,225700,227.31,2021,140402,62.21
SHALPAINTS, EQ, 22-Mar-2021,88.85,90.1,91.35,89.25,91.35,90.85,90.62,115451,104.62,3436,64690,56.03
SHANKARA, EQ, 22-Mar-2021,400.9,402.6,405.9,391.1,394.9,394.15,397.98,65611,261.12,7756,17073,26.02
SHANTI, SM, 22-Mar-2021,23.5,24,24,24,24,24,24,4500,1.08,1,4500,100
SHANTIGEAR, EQ, 22-Mar-2021,123.35,125.9,125.95,123.4,125.75,125.45,124.95,12842,16.05,303,7359,57.3
SHARDACROP, EQ, 22-Mar-2021,309.65,312.9,320,300,304.5,304.1,311.54,221068,688.71,6586,50949,23.05
SHARDAMOTR, EQ, 22-Mar-2021,2057.9,2080.1,2190,2080,2140,2136.35,2128.05,4092,87.08,768,2703,66.06
SHAREINDIA, EQ, 22-Mar-2021,250.9,254.5,260,251.35,260,259.1,256.53,4469,11.46,190,3138,70.22
SHARIABEES, EQ, 22-Mar-2021,358.73,362,373,358.61,366.58,364.63,361.96,171,0.62,35,105,61.4
SHEMAROO, EQ, 22-Mar-2021,70.5,72,75,70.35,72.6,72.6,73.32,125968,92.36,1357,67513,53.6
SHIL, EQ, 22-Mar-2021,268.5,274,274,260.4,269.65,269.35,266.27,49374,131.47,2122,25467,51.58
SHILPAMED, EQ, 22-Mar-2021,330.4,334.9,339,328.3,338.5,337.2,334.31,187285,626.12,4416,101925,54.42
SHIRPUR-G, BZ, 22-Mar-2021,6.85,6.75,6.85,6.55,6.55,6.55,6.57,16269,1.07,41, -, -
SHIVAMAUTO, EQ, 22-Mar-2021,18.1,18.1,18.2,17.65,18,18,17.97,53963,9.7,223,40768,75.55
SHIVAMILLS, BE, 22-Mar-2021,44.85,42.7,45.25,42.7,42.7,43.3,42.98,7094,3.05,38, -, -
SHIVATEX, EQ, 22-Mar-2021,150.5,146.2,152.95,145.85,152.95,150.35,147.41,1688,2.49,58,1001,59.3
SHK, EQ, 22-Mar-2021,115.45,115.3,117.5,112.6,114.8,115.15,114.82,172450,198.01,4690,63774,36.98
SHOPERSTOP, EQ, 22-Mar-2021,218.5,219,225,214.05,222,221.6,219.62,151040,331.72,3572,54777,36.27
SHRADHA, BE, 22-Mar-2021,42.85,40.75,40.75,40.75,40.75,40.75,40.75,208,0.08,5, -, -
SHREDIGCEM, EQ, 22-Mar-2021,62.6,63.1,66.6,61.65,64.8,64.5,64.32,1210743,778.79,7242,295018,24.37
SHREECEM, EQ, 22-Mar-2021,26936.7,26900,27214.15,26618,26940.15,26954.5,26868.11,45373,12190.87,14318,14957,32.96
SHREEPUSHK, EQ, 22-Mar-2021,137.35,137.1,142.5,135.15,139,140.65,139.21,61230,85.24,2975,20328,33.2
SHREERAMA, EQ, 22-Mar-2021,10,9.7,10.4,9.7,10.05,10.1,10.06,45126,4.54,246,38770,85.91
SHRENIK, EQ, 22-Mar-2021,2.1,2.15,2.2,2.05,2.2,2.2,2.15,3073450,66.23,1795,1770212,57.6
SHREYANIND, EQ, 22-Mar-2021,103.85,104.7,115.95,104.65,107,107.05,110.45,215529,238.05,3251,62706,29.09
SHREYAS, EQ, 22-Mar-2021,77.7,78.5,79.9,77.1,78.95,78.8,78.47,54079,42.44,564,37828,69.95
SHRIPISTON, BE, 22-Mar-2021,764,751,802.2,730,802.2,802.2,793.12,2307,18.3,92, -, -
SHRIRAMCIT, EQ, 22-Mar-2021,1415.85,1427,1460,1401.1,1424,1424.95,1423.78,15392,219.15,3534,8672,56.34
SHRIRAMEPC, EQ, 22-Mar-2021,4.2,4.15,4.45,4.1,4.45,4.4,4.38,306380,13.41,331,224721,73.35
SHUBHLAXMI, SM, 22-Mar-2021,13.8,13.15,14.45,13.15,14.45,14.05,13.38,8000,1.07,7,7000,87.5
SHYAMCENT, EQ, 22-Mar-2021,5.2,5.3,5.45,5.2,5.45,5.3,5.31,41417,2.2,159,31877,76.97
SHYAMTEL, BE, 22-Mar-2021,15.45,14.7,14.7,14.7,14.7,14.7,14.7,702,0.1,5, -, -
SICAGEN, EQ, 22-Mar-2021,14.75,14.15,15.5,14.15,15.25,15.15,15.08,20325,3.07,166,14129,69.52
SICAL, EQ, 22-Mar-2021,10.95,10.5,10.7,10.45,10.45,10.45,10.49,1179211,123.66,872,827078,70.14
SIEMENS, EQ, 22-Mar-2021,1842.8,1850,1870.85,1819,1839,1838.8,1844.1,457971,8445.45,18729,28526,6.23
SIGIND, EQ, 22-Mar-2021,32.6,32.65,33.6,32.05,33.5,33.4,32.83,86445,28.38,438,33516,38.77
SIKKO, SM, 22-Mar-2021,14.5,11.7,17.4,11.6,17.4,17.4,15.12,72000,10.88,7,8000,11.11
SIL, BE, 22-Mar-2021,18,17.5,18.9,17.1,18.9,18.9,18.79,384846,72.3,167, -, -
SILGO, EQ, 22-Mar-2021,41.5,41.5,41.5,36.85,38.5,39,39.06,28095,10.97,411,16783,59.74
SILINV, EQ, 22-Mar-2021,203.7,215,215,200,205.8,202.9,205.59,12532,25.76,232,4573,36.49
SILLYMONKS, BE, 22-Mar-2021,19.35,19.95,20,18.4,19.75,19.75,19,6957,1.32,62, -, -
SIMBHALS, EQ, 22-Mar-2021,7.15,6.85,7.35,6.85,6.95,6.95,7.02,14342,1.01,80,10151,70.78
SIMPLEXINF, EQ, 22-Mar-2021,33.15,33.5,33.6,31.5,33.5,33.05,32.58,231765,75.52,1169,137757,59.44
SINTERCOM, EQ, 22-Mar-2021,87,86.95,91.3,86,86,86,87.16,425,0.37,14,177,41.65
SINTEX, BE, 22-Mar-2021,3.85,3.9,3.95,3.7,3.8,3.85,3.79,1694271,64.16,1126, -, -
SIRCA, BE, 22-Mar-2021,319.1,329.9,329.9,312.25,315.35,317.45,318.1,5862,18.65,127, -, -
SIS, EQ, 22-Mar-2021,405.5,407.55,417.5,405.95,408.85,408.95,410.48,201695,827.93,9100,97611,48.4
SITINET, EQ, 22-Mar-2021,0.85,0.85,0.9,0.8,0.9,0.9,0.86,4240142,36.61,1988,3457163,81.53
SIYSIL, EQ, 22-Mar-2021,202.45,202,202.6,198.05,200.25,200.15,200.35,20642,41.36,884,10630,51.5
SJVN, EQ, 22-Mar-2021,26,26,26.2,25.7,25.9,25.85,25.91,2090140,541.5,7111,1001598,47.92
SKFINDIA, EQ, 22-Mar-2021,2141.85,2141.85,2186.35,2110.75,2185,2178.45,2150.19,6533,140.47,1761,3653,55.92
SKIL, BE, 22-Mar-2021,2.95,2.9,3.05,2.85,2.85,2.9,2.9,34827,1.01,81, -, -
SKIPPER, EQ, 22-Mar-2021,64.05,63.05,64.2,59.7,60.5,61.35,62.2,79233,49.29,1060,42097,53.13
SKMEGGPROD, EQ, 22-Mar-2021,48.5,48,50.5,48,48.8,48.7,49.32,25268,12.46,365,14900,58.97
SKSTEXTILE, SM, 22-Mar-2021,24.3,24,24.1,24,24.1,24.1,24.05,14000,3.37,2,14000,100
SMARTLINK, EQ, 22-Mar-2021,83.6,85.3,86.45,84.75,84.9,85,84.91,4720,4.01,122,3831,81.17
SMCGLOBAL, EQ, 22-Mar-2021,69.6,69.6,72.15,69.6,70.9,71.2,71.05,105727,75.12,851,78278,74.04
SMLISUZU, EQ, 22-Mar-2021,451.85,442.7,458.95,442.7,451,452.85,450.71,7509,33.84,612,3945,52.54
SMPL, BZ, 22-Mar-2021,0.15,0.15,0.2,0.15,0.15,0.15,0.16,77483,0.12,21, -, -
SMSLIFE, EQ, 22-Mar-2021,503.05,509.1,509.4,499.95,500,502.85,501.63,2920,14.65,183,2126,72.81
SMSPHARMA, EQ, 22-Mar-2021,124.75,125,127.35,124,125,125.35,125.33,66924,83.88,610,48166,71.97
SNOWMAN, EQ, 22-Mar-2021,47.55,47.85,49,47.05,47.85,47.9,48.04,2225926,1069.24,9737,695290,31.24
SOBHA, EQ, 22-Mar-2021,449.2,449.2,456.2,441.5,446.5,448,447.85,50649,226.83,2938,17640,34.83
SOFTTECH, SM, 22-Mar-2021,83.35,84.1,87,84,87,87,85.64,70400,60.29,4,65600,93.18
SOLARA, EQ, 22-Mar-2021,1205.05,1217,1262.85,1195,1221,1234.25,1235.69,137270,1696.23,7695,78289,57.03
SOLARINDS, EQ, 22-Mar-2021,1291.6,1320,1321.05,1279.65,1293,1290.5,1296.53,4872,63.17,772,2592,53.2
SOMANYCERA, EQ, 22-Mar-2021,413.15,415,420,404.4,419.95,412.8,411.94,23857,98.28,2536,16983,71.19
SOMATEX, BE, 22-Mar-2021,7.35,7,7,7,7,7,7,6996,0.49,20, -, -
SOMICONVEY, BE, 22-Mar-2021,32.2,32.2,32.7,30.85,32,32,32.01,7419,2.37,37, -, -
SONAHISONA, SM, 22-Mar-2021,10.1,9.8,12,9.8,12,12,11.86,300000,35.57,8,290000,96.67
SONAMCLOCK, SM, 22-Mar-2021,59.5,60.3,60.3,59,59.25,59.25,59.64,12000,7.16,4,3000,25
SONATSOFTW, EQ, 22-Mar-2021,470.6,463.95,475.95,458,472.6,471.8,469.9,262407,1233.05,9936,99547,37.94
SORILINFRA, EQ, 22-Mar-2021,158.35,159.5,166.7,159.5,161.4,161.55,163.03,67675,110.33,2370,27373,40.45
SOTL, EQ, 22-Mar-2021,1016.45,1004.1,1023.05,1004.1,1011,1012.95,1014.69,3393,34.43,554,1617,47.66
SOUTHBANK, EQ, 22-Mar-2021,8.95,8.95,9.1,8.75,8.85,8.8,8.93,12049267,1075.49,142771,4665577,38.72
SOUTHWEST, EQ, 22-Mar-2021,45.7,45.2,47.95,44.3,47.95,47.9,47.42,22182,10.52,121,19229,86.69
SPAL, EQ, 22-Mar-2021,165.55,165,175,161.55,175,169.8,166.87,20634,34.43,685,10538,51.07
SPANDANA, EQ, 22-Mar-2021,594.8,599.6,600.35,581.45,589.5,590.5,593.59,41394,245.71,2987,31026,74.95
SPARC, EQ, 22-Mar-2021,153.85,155,158.1,154.65,155.6,156,156.28,277832,434.19,4127,105416,37.94
SPCENET, BE, 22-Mar-2021,1.8,1.8,1.8,1.75,1.8,1.8,1.77,32888,0.58,7, -, -
SPECIALITY, EQ, 22-Mar-2021,42.5,42.1,45.4,42.1,45.4,45.05,44.42,64427,28.62,614,37747,58.59
SPENCERS, EQ, 22-Mar-2021,72.1,72.6,73.4,71.6,72.5,72.7,72.56,175962,127.68,1892,92605,52.63
SPENTEX, BZ, 22-Mar-2021,0.85,0.9,0.9,0.8,0.8,0.8,0.87,8426,0.07,8, -, -
SPIC, EQ, 22-Mar-2021,30.1,30,32.9,29.75,31.95,32.1,31.95,1452268,464.01,5420,557119,38.36
SPICEJET, EQ, 22-Mar-2021,71.8,72.95,77,71.85,76.45,76.4,75.09,10450709,7847.93,45906,2556899,24.47
SPLIL, EQ, 22-Mar-2021,33.1,33.35,33.55,31.9,32.4,32.6,32.92,23702,7.8,267,11024,46.51
SPMLINFRA, EQ, 22-Mar-2021,10.95,11.55,11.55,10.3,10.95,10.95,10.99,52692,5.79,123,49459,93.86
SPTL, EQ, 22-Mar-2021,3.8,3.65,3.8,3.65,3.65,3.65,3.66,6661554,244.01,2199,3411314,51.21
SPYL, EQ, 22-Mar-2021,0.35,0.35,0.4,0.35,0.4,0.4,0.38,632298,2.43,600,365615,57.82
SREEL, EQ, 22-Mar-2021,145,145,145,143.05,145,145,144.75,43850,63.47,324,40044,91.32
SREIBNPNCD, NJ, 22-Mar-2021,386.2,350,459.89,310,374.99,376.07,341.41,222,0.76,14,150,67.57
SREIBNPNCD, NL, 22-Mar-2021,395,448.9,448.9,412,412,412,419.93,263,1.1,10,263,100
SREIBNPNCD, NN, 22-Mar-2021,444.1,532.92,532.92,355.3,419,419,417.09,30,0.13,5,30,100
SREIBNPNCD, NO, 22-Mar-2021,322.1,320,330,320,330,330,321.21,236,0.76,7,236,100
SREIBNPNCD, NP, 22-Mar-2021,275.1,276,276,271,271,271,274.93,11,0.03,4,11,100
SREIBNPNCD, NU, 22-Mar-2021,344.5,345,345,345,345,345,345,30,0.1,2,30,100
SREIBNPNCD, NY, 22-Mar-2021,400,391,391,340,350.72,350.72,355.44,115,0.41,7,115,100
SREIBNPNCD, Y7, 22-Mar-2021,326,330,330,330,330,330,330,1,0,1,1,100
SREIBNPNCD, Y8, 22-Mar-2021,331.55,351.1,351.1,339.9,340,340,340.01,151,0.51,4,151,100
SREIBNPNCD, Y9, 22-Mar-2021,390,312.01,312.01,312.01,312.01,312.01,312.01,60,0.19,1,60,100
SREINFRA, EQ, 22-Mar-2021,5.9,5.85,5.85,5.6,5.65,5.65,5.69,1956703,111.28,1651,1324842,67.71
SRF, EQ, 22-Mar-2021,5314.65,5270,5322.75,5234.05,5285,5281,5274.5,91631,4833.07,17509,34826,38.01
SRHHYPOLTD, EQ, 22-Mar-2021,250.45,253,254.65,241.05,241.5,243.2,244.31,24221,59.17,1123,14586,60.22
SRIPIPES, EQ, 22-Mar-2021,174.85,172,176.75,172,172.6,172.75,174.38,29533,51.5,789,19197,65
SRPL, BE, 22-Mar-2021,30,29,29.45,28.5,29.45,29.45,28.77,1544,0.44,25, -, -
SRTRANSFIN, EQ, 22-Mar-2021,1373.95,1368.9,1389.95,1347.05,1382,1381.4,1369.93,1867037,25577.01,76250,398475,21.34
SRTRANSFIN, YB, 22-Mar-2021,1008,1023,1023,1023,1023,1023,1023,10,0.1,1,10,100
SRTRANSFIN, YG, 22-Mar-2021,2079.74,2099,2391,2080,2080,2080,2307.25,720,16.61,3,620,86.11
SRTRANSFIN, YH, 22-Mar-2021,1010,1006.01,1010.9,1005,1005,1006.81,1005.62,673,6.77,18,600,89.15
SRTRANSFIN, YI, 22-Mar-2021,1024.95,1018,1025,1018,1025,1025,1019.35,130,1.33,3,105,80.77
SRTRANSFIN, YJ, 22-Mar-2021,1060.49,1058,1059,1058,1058.01,1058.01,1058.74,2726,28.86,30,2700,99.05
SRTRANSFIN, YK, 22-Mar-2021,1080,1078.95,1080,1072,1080,1079.96,1079.43,1742,18.8,38,1742,100
SRTRANSFIN, YL, 22-Mar-2021,1080,1070,1075,1070,1075,1075,1071.96,112,1.2,5,112,100
SRTRANSFIN, YM, 22-Mar-2021,1262,1262,1275,1262,1262.36,1262.36,1262.74,96,1.21,6,96,100
SRTRANSFIN, YQ, 22-Mar-2021,1042.5,1043,1043,1043,1043,1043,1043,200,2.09,1,200,100
SRTRANSFIN, YW, 22-Mar-2021,1030,1030,1030,1030,1030,1030,1030,237,2.44,8,237,100
SRTRANSFIN, YX, 22-Mar-2021,1001.1,1012.13,1012.13,1012.12,1012.12,1012.12,1012.12,80,0.81,5,80,100
SRTRANSFIN, YY, 22-Mar-2021,1025.83,1119.87,1119.87,1095,1095,1095,1114.9,25,0.28,3,25,100
SRTRANSFIN, Z5, 22-Mar-2021,1020,1001.01,1001.01,977.43,977.43,977.43,988.04,200,1.98,4,200,100
SRTRANSFIN, Z9, 22-Mar-2021,1051,1065,1068,1065,1068,1068,1066.5,20,0.21,3,20,100
SRTRANSFIN, ZF, 22-Mar-2021,989,1000,1000,1000,1000,1000,1000,10,0.1,1,10,100
SRTRANSFIN, ZG, 22-Mar-2021,1005,1005.05,1005.05,1005.05,1005.05,1005.05,1005.05,50,0.5,1,50,100
SRTRANSFIN, ZI, 22-Mar-2021,999,1100,1100,1100,1100,1100,1100,55,0.61,1,55,100
SSINFRA, SM, 22-Mar-2021,9.6,9.75,9.95,9.75,9.95,9.85,9.85,6000,0.59,2,6000,100
SSWL, EQ, 22-Mar-2021,679,680,708.95,673.1,679,678.05,688.45,23827,164.04,2661,8545,35.86
STAMPEDE, BE, 22-Mar-2021,0.8,0.8,0.8,0.8,0.8,0.8,0.8,47645,0.38,21, -, -
STAR, EQ, 22-Mar-2021,765.85,770,812.95,770,792,802.15,792.25,497161,3938.76,16816,105462,21.21
STARCEMENT, EQ, 22-Mar-2021,96.1,96.6,98.2,95.4,95.95,96.05,96.94,201127,194.98,2450,66614,33.12
STARPAPER, EQ, 22-Mar-2021,122.35,123,124.1,119.85,120.4,120.4,121.41,130785,158.79,2185,58487,44.72
STCINDIA, EQ, 22-Mar-2021,76.65,76.95,80.45,75.5,79,79,79.13,92789,73.42,1162,26926,29.02
STEELCITY, EQ, 22-Mar-2021,39.75,39.85,42.5,38.85,39.25,39.5,40.85,174826,71.42,1471,91336,52.24
STEELXIND, EQ, 22-Mar-2021,53.7,52.15,54.3,52.15,52.5,52.55,53.64,113033,60.63,438,36827,32.58
STEL, BE, 22-Mar-2021,84.05,84.5,87,83,83,83,84.33,3387,2.86,35, -, -
STERTOOLS, EQ, 22-Mar-2021,206.1,208,210.1,202.3,204.5,204.95,205.58,8071,16.59,546,3788,46.93
STLTECH, EQ, 22-Mar-2021,207.5,206,208,202.8,205.1,205.05,205.29,289199,593.7,5224,175814,60.79
STOVEKRAFT, EQ, 22-Mar-2021,440.3,445,453,427.7,435.95,435.25,436.77,412256,1800.62,10095,219655,53.28
SUBCAPCITY, BE, 22-Mar-2021,20.9,20.8,20.8,20.5,20.7,20.7,20.75,14,0,4, -, -
SUBEXLTD, EQ, 22-Mar-2021,36.2,36.25,38.1,35.75,37.1,37.2,37.14,5274881,1959,16630,2334596,44.26
SUBROS, EQ, 22-Mar-2021,307.4,306.95,311.95,301.05,307.05,308.9,307.31,28874,88.73,1543,7364,25.5
SUDARSCHEM, EQ, 22-Mar-2021,522.85,525,541,520.5,525.1,529.1,532.45,94142,501.26,4145,29552,31.39
SUMEETINDS, BE, 22-Mar-2021,3.5,3.65,3.65,3.65,3.65,3.65,3.65,78065,2.85,64, -, -
SUMICHEM, EQ, 22-Mar-2021,280.55,280.65,285.25,277.6,280,282,280.87,357155,1003.16,6407,158366,44.34
SUMIT, EQ, 22-Mar-2021,9.2,9.2,10.1,9.2,9.85,9.65,9.85,162539,16.01,251,120203,73.95
SUMMITSEC, EQ, 22-Mar-2021,511.3,513.75,518,502,514.15,516.1,515.13,2362,12.17,211,1607,68.04
SUNCLAYLTD, EQ, 22-Mar-2021,3125.9,3128,3164.65,3060.05,3150,3131.7,3099.29,1613,49.99,505,970,60.14
SUNDARAM, EQ, 22-Mar-2021,1.35,1.35,1.35,1.3,1.3,1.3,1.31,227862,2.99,371,206440,90.6
SUNDARMFIN, EQ, 22-Mar-2021,2458.6,2434,2519.95,2305.55,2498,2454.55,2419.08,36907,892.81,4983,16913,45.83
SUNDARMHLD, EQ, 22-Mar-2021,77.6,76,78.5,75.3,77.95,77.55,76.61,70938,54.34,708,40282,56.78
