Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Avg_Price, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
NETWORK18, EQ, 22-Mar-2021,42.65,42.9,43,41.8,41.95,42.1,42.5,761265,323.51,2062,344530,45.26
NEULANDLAB, EQ, 22-Mar-2021,1963.3,1991,2025,1956,1964,1967.75,1985.66,23087,458.43,2893,15159,65.66
NEWGEN, EQ, 22-Mar-2021,282.85,282.5,285.35,282,284.1,284.15,284.19,31130,88.47,1315,15315,49.2
NEXTMEDIA, EQ, 22-Mar-2021,4.3,4.3,4.45,4.1,4.3,4.25,4.16,26935,1.12,102,20431,75.85
NFL, EQ, 22-Mar-2021,52.35,52.9,57.55,52.45,57.55,57.55,56.75,5236192,2971.66,14489,1267512,24.21
NH, EQ, 22-Mar-2021,385.25,386.8,402.8,383.6,392,391.15,392.13,440082,1725.71,17246,231857,52.68
NHAI, N1, 22-Mar-2021,1074,1076,1077,1072,1074,1073.86,1074.12,9467,101.69,47,8556,90.38
NHAI, N2, 22-Mar-2021,1222.86,1224,1226,1223.5,1224.2,1224.96,1224.54,1860,22.78,26,1814,97.53
NHAI, N4, 22-Mar-2021,1093.1,1155,1155,1120,1137.6,1121.6,1130.6,261,2.95,8,261,100
NHAI, N5, 22-Mar-2021,1237.2,1250,1250,1250,1250,1250,1250,635,7.94,1,635,100
NHAI, N6, 22-Mar-2021,1276.55,1282,1282,1282,1282,1282,1282,75,0.96,1,75,100
NHAI, N9, 22-Mar-2021,1239.99,1219.98,1219.98,1219.98,1219.98,1219.98,1219.98,100,1.22,1,100,100
NHAI, NA, 22-Mar-2021,1206.3,1203,1209.7,1203,1206.85,1206.25,1206.37,8620,103.99,75,8285,96.11
NHAI, NE, 22-Mar-2021,1240.9,1244,1244,1239,1242,1240.18,1241.68,988,12.27,19,971,98.28
NHBTF2014, N4, 22-Mar-2021,5799,6179,6179,6179,6179,6179,6179,20,1.24,1,20,100
NHBTF2014, N6, 22-Mar-2021,7030,7129.6,7129.6,7049,7050,7050,7073.21,192,13.58,6,136,70.83
NHBTF2023, N5, 22-Mar-2021,6450,5440,6460,5440,6460,6460,5706.73,96,5.48,7,58,60.42
NHBTF2023, N6, 22-Mar-2021,6362,6381.57,6381.57,6350,6360,6360,6374.03,261,16.64,7,261,100
NHPC, EQ, 22-Mar-2021,24.4,24.35,24.4,24,24.05,24.05,24.17,3389437,819.2,7493,1797160,53.02
NHPC, N2, 22-Mar-2021,1317.71,1317.71,1317.71,1225.1,1238,1238,1238.18,13,0.16,3,7,53.85
NHPC, N5, 22-Mar-2021,1347.95,1230.2,1230.2,1230.2,1230.2,1230.2,1230.2,83,1.02,1,83,100
NHPC, N6, 22-Mar-2021,1413,1411,1411,1390,1393.1,1392.73,1396.96,45,0.63,4,31,68.89
NIACL, EQ, 22-Mar-2021,165,164.5,171.9,162.1,167.7,169.1,167.34,1822396,3049.54,24049,280835,15.41
NIBL, EQ, 22-Mar-2021,13.65,14.3,14.3,14.3,14.3,14.3,14.3,5588,0.8,17,5588,100
NIFTYBEES, EQ, 22-Mar-2021,157.87,178.88,178.88,137.3,157.55,157.33,157.1,2249076,3533.33,16888,900203,40.03
NIITLTD, EQ, 22-Mar-2021,153.6,148,153,148,149.75,149.8,150.04,594983,892.71,8613,340983,57.31
NILAINFRA, BE, 22-Mar-2021,4.75,4.7,4.7,4.55,4.55,4.55,4.57,133441,6.1,159, -, -
NILASPACES, BE, 22-Mar-2021,1.5,1.55,1.55,1.45,1.55,1.5,1.5,62945,0.94,144, -, -
NILKAMAL, EQ, 22-Mar-2021,1948.6,1965,2073.95,1961.2,1987.55,1980.85,2028.29,158760,3220.11,13302,41034,25.85
NIPPOBATRY, EQ, 22-Mar-2021,721.3,750,750,717,720.1,723.25,726.7,961,6.98,194,471,49.01
NIRAJ, EQ, 22-Mar-2021,42.65,41.45,44.4,41,42.2,43.6,42.29,11365,4.81,171,8716,76.69
NITCO, EQ, 22-Mar-2021,21.1,21.65,21.95,21.35,21.45,21.65,21.62,29125,6.3,236,18645,64.02
NITINFIRE, BZ, 22-Mar-2021,0.6,0.65,0.65,0.6,0.6,0.6,0.61,110005,0.67,45, -, -
NITINSPIN, EQ, 22-Mar-2021,84.05,83.7,87,82,83.1,82.65,84.35,115623,97.53,699,86899,75.16
NKIND, EQ, 22-Mar-2021,21.95,23,23,21.2,21.3,21.3,21.89,6558,1.44,28,6461,98.52
NLCINDIA, EQ, 22-Mar-2021,51.1,51.25,51.6,50.15,50.4,50.4,50.77,979690,497.4,10578,414369,42.3
NMDC, EQ, 22-Mar-2021,133.35,127.65,129.35,126.25,128.4,128.2,127.88,12364505,15812.25,51522,3698344,29.91
NOCIL, EQ, 22-Mar-2021,172.75,173.7,173.95,165.55,167.5,168.1,168.92,769447,1299.77,7435,308441,40.09
NOIDATOLL, BE, 22-Mar-2021,7.25,7.25,7.35,6.9,7.3,7.05,7.14,56253,4.02,136, -, -
NORBTEAEXP, EQ, 22-Mar-2021,7.2,7.55,7.55,6.95,7.2,7.1,7.13,3838,0.27,14,3543,92.31
NOVARTIND, EQ, 22-Mar-2021,566.5,567,580,567,577.25,574.1,574.35,6850,39.34,349,5125,74.82
NPBET, EQ, 22-Mar-2021,181,184.65,184.99,178.65,182,179.41,180.79,84,0.15,33,62,73.81
NRAIL, EQ, 22-Mar-2021,251.6,250.05,252.8,238.15,240.95,239.8,242.2,35477,85.93,1655,21847,61.58
NRBBEARING, EQ, 22-Mar-2021,107.45,107.95,113.3,107.5,112.5,112.05,111.37,242259,269.8,3823,94859,39.16
NSIL, EQ, 22-Mar-2021,999.3,1022.55,1023,986,994.75,994.9,999.39,1619,16.18,296,759,46.88
NTPC, EQ, 22-Mar-2021,108.5,108.8,110.55,106.85,110.25,109.85,109.32,31980425,34961.74,84249,16011374,50.07
NTPC, N1, 22-Mar-2021,1126,1107.1,1110.2,1107.1,1110.2,1110.2,1108.65,8,0.09,2,8,100
NTPC, N3, 22-Mar-2021,1617.45,1378.1,1390,1378.1,1390,1390,1381.31,4,0.06,3,3,75
NTPC, N4, 22-Mar-2021,1148,1135,1135,1130,1130,1131.13,1131.13,150,1.7,4,150,100
NTPC, N6, 22-Mar-2021,1392.5,1404.94,1408,1400,1408,1408,1404.22,595,8.36,9,595,100
NTPC, N7, 22-Mar-2021,13.68,13.7,13.71,13.35,13.71,13.7,13.69,16048,2.2,87,15233,94.92
NTPC, ND, 22-Mar-2021,1311.26,1354.8,1354.8,1315,1315,1315,1321.63,6,0.08,2,6,100
NUCLEUS, EQ, 22-Mar-2021,512.15,512.15,516.1,502.55,507,505.8,508.44,35682,181.42,1876,18855,52.84
NURECA, EQ, 22-Mar-2021,616.4,623.4,664.7,617,640.45,645.55,645.06,67190,433.41,4939,34148,50.82
NXTDIGITAL, EQ, 22-Mar-2021,470,468.35,499,465.05,478,479.2,485.79,5872,28.53,372,3801,64.73
OAL, EQ, 22-Mar-2021,562.35,557,571.7,557,567.05,569,565.03,12339,69.72,654,7450,60.38
OBEROIRLTY, EQ, 22-Mar-2021,590,581.3,607.7,575.05,602,600.15,586.39,408006,2392.52,11106,253248,62.07
OCCL, EQ, 22-Mar-2021,959.15,960,990,951,961,967.05,969.75,4912,47.63,940,2589,52.71
OFSS, EQ, 22-Mar-2021,3205.15,3225,3255.55,3182.4,3229,3222.55,3223.73,57361,1849.17,10573,24109,42.03
OIL, EQ, 22-Mar-2021,119.65,120.5,120.9,118.15,118.9,118.85,119.06,1108722,1320.01,11195,533789,48.14
OILCOUNTUB, EQ, 22-Mar-2021,5.85,6.1,6.1,6.1,6.1,6.1,6.1,13917,0.85,32,13199,94.84
OISL, BZ, 22-Mar-2021,2.55,2.45,2.45,2.45,2.45,2.45,2.45,6472,0.16,9, -, -
OLECTRA, EQ, 22-Mar-2021,211.55,218.5,222.1,212.65,222.1,222.1,219.06,493973,1082.1,5975,378865,76.7
OMAXAUTO, EQ, 22-Mar-2021,44.55,44.7,45.9,44.7,45.45,45.25,45.42,24477,11.12,612,10967,44.81
OMAXE, EQ, 22-Mar-2021,69.15,68.45,70.8,68.35,70,70.35,69.9,41801,29.22,415,33678,80.57
OMINFRAL, EQ, 22-Mar-2021,22.7,24.8,24.8,21.25,22.35,22.3,22.23,47254,10.51,395,30194,63.9
OMKARCHEM, BE, 22-Mar-2021,10.75,11.25,11.25,10.25,10.65,10.9,10.99,71116,7.82,133, -, -
ONELIFECAP, BE, 22-Mar-2021,6.95,6.85,7.25,6.65,6.65,6.65,6.74,4052,0.27,9, -, -
ONEPOINT, EQ, 22-Mar-2021,12.5,12.7,13.1,11.9,11.95,11.9,12.25,139666,17.11,188,115468,82.67
ONGC, EQ, 22-Mar-2021,110.5,110.5,111.25,108.55,109.5,109.6,109.84,15825065,17381.89,69006,4032182,25.48
ONMOBILE, EQ, 22-Mar-2021,98.25,99.6,103.15,98.4,103.15,103.15,101.29,732800,742.28,6409,325779,44.46
ONWARDTEC, EQ, 22-Mar-2021,123.75,123.7,127.45,120,122,122.55,123.39,69377,85.6,1951,23217,33.46
OPTIEMUS, EQ, 22-Mar-2021,138.95,132.55,145.85,132.05,145.85,145.85,139.54,226641,316.24,1518,114897,50.7
OPTOCIRCUI, BE, 22-Mar-2021,3.7,3.7,3.75,3.55,3.55,3.55,3.59,760858,27.29,586, -, -
ORBTEXP, EQ, 22-Mar-2021,59.8,60.35,61,59.35,59.35,59.4,60.41,13521,8.17,167,11198,82.82
ORCHPHARMA, BE, 22-Mar-2021,1711.2,1796.75,1796.75,1796.75,1796.75,1796.75,1796.75,258,4.64,28, -, -
ORICONENT, BE, 22-Mar-2021,20,20.3,20.3,19.4,19.6,19.9,19.9,34564,6.88,127, -, -
ORIENTABRA, EQ, 22-Mar-2021,21.6,22,22.5,21.5,21.6,21.65,21.87,44981,9.84,319,29599,65.8
ORIENTALTL, EQ, 22-Mar-2021,6.8,6.85,7.05,6.6,6.75,6.65,6.72,33935,2.28,188,28752,84.73
ORIENTBELL, EQ, 22-Mar-2021,223.4,221,237.5,221,222.5,223.05,226.2,22976,51.97,833,10852,47.23
ORIENTCEM, EQ, 22-Mar-2021,97.8,97.8,99.5,95.75,97.9,97.95,98.12,411568,403.84,4073,181912,44.2
ORIENTELEC, EQ, 22-Mar-2021,325.8,328.9,345,321.25,323,324.4,331.62,1208949,4009.17,34039,646667,53.49
ORIENTHOT, EQ, 22-Mar-2021,23.15,24.5,24.5,21.95,23.35,23.3,22.74,94605,21.52,611,52067,55.04
ORIENTLTD, EQ, 22-Mar-2021,82.75,82.75,86.3,80.05,82.9,82.85,83.57,265,0.22,29,235,88.68
ORIENTPPR, EQ, 22-Mar-2021,26.85,27,28.35,25.3,27.9,27.45,26.89,2341296,629.51,5645,521388,22.27
ORIENTREF, EQ, 22-Mar-2021,232.85,233.85,254,232.85,242.5,242.25,246.2,767973,1890.74,11912,270548,35.23
ORISSAMINE, EQ, 22-Mar-2021,2454.85,2448,2484.95,2382.15,2402,2401.2,2412.76,4911,118.49,1130,2279,46.41
ORTEL, BZ, 22-Mar-2021,0.95,0.9,1,0.9,1,1,1,5087,0.05,3, -, -
OSIAHYPER, SM, 22-Mar-2021,150,142.5,142.5,142,142,142,142.25,6400,9.1,2,6400,100
OSWALAGRO, EQ, 22-Mar-2021,10.55,10.55,11.15,10.5,10.7,10.7,10.76,148229,15.95,516,73874,49.84
PAEL, BZ, 22-Mar-2021,6.35,6.65,6.65,6.65,6.65,6.65,6.65,200,0.01,2, -, -
PAGEIND, EQ, 22-Mar-2021,28334.05,28400,29951,28047.9,29750,29721.3,29198.48,55943,16334.5,18833,13104,23.42
PAISALO, EQ, 22-Mar-2021,794.6,804,854.95,756.05,763,770.9,787.08,224366,1765.93,4422,94982,42.33
PALASHSECU, EQ, 22-Mar-2021,48.1,48.95,50.5,46,50.5,50.5,48.9,2696,1.32,58,2427,90.02
PALREDTEC, BE, 22-Mar-2021,91.65,92.45,94.95,90.2,93.3,93.15,92.67,6689,6.2,97, -, -
PANACEABIO, EQ, 22-Mar-2021,187.8,189.65,193.9,187.2,189.45,190.05,190.76,180594,344.49,2059,132088,73.14
PANACHE, EQ, 22-Mar-2021,56.25,56.2,65,52.7,61.5,61.55,60.98,326902,199.34,3042,48691,14.89
PANAMAPET, EQ, 22-Mar-2021,155.2,157.75,160.9,153,153.55,153.5,155.75,54354,84.66,1266,33628,61.87
PANSARI, SM, 22-Mar-2021,47.95,50.3,50.3,49,49,49.3,49.63,36000,17.87,5,36000,100
PARACABLES, EQ, 22-Mar-2021,8.35,8.4,9,8.2,8.9,8.85,8.6,384635,33.1,599,219567,57.08
PARAGMILK, EQ, 22-Mar-2021,98.25,98.8,103.8,98.3,101.15,100.75,100.94,615615,621.43,3135,321180,52.17
PARSVNATH, BE, 22-Mar-2021,10.35,10.6,10.8,9.85,9.85,9.85,10.15,367995,37.36,477, -, -
PARTYCRUS, SM, 22-Mar-2021,48.75,39.9,39.9,39,39,39,39.3,6000,2.36,3,6000,100
PASHUPATI, SM, 22-Mar-2021,72.5,75,80,75,80,77.5,77.5,3200,2.48,2,3200,100
PATELENG, EQ, 22-Mar-2021,12.35,12.7,13,12.5,12.75,12.75,12.77,296338,37.85,714,194930,65.78
PATINTLOG, EQ, 22-Mar-2021,20.6,20.75,20.75,19.9,20.15,20,20.18,26311,5.31,222,21671,82.36
PATSPINLTD, EQ, 22-Mar-2021,5.65,5.4,5.75,5.4,5.4,5.4,5.44,5505,0.3,50,5214,94.71
PAVNAIND, ST, 22-Mar-2021,165.25,165.1,173.5,165.05,165.95,168.9,166.05,53600,89,41,52000,97.01
PCJEWELLER, EQ, 22-Mar-2021,27,27.1,28.35,26.95,28.05,28.15,27.84,1404787,391.04,4035,719774,51.24
PDMJEPAPER, EQ, 22-Mar-2021,24.6,25.3,25.3,24.25,24.6,24.45,24.65,57206,14.1,328,37290,65.19
PDPL, BE, 22-Mar-2021,2.9,2.9,3,2.9,3,3,2.98,8250,0.25,22, -, -
PDSMFL, EQ, 22-Mar-2021,662.4,663.2,754.9,661,670,672.35,685.2,7361,50.44,719,2069,28.11
PEARLPOLY, EQ, 22-Mar-2021,15.05,15.7,15.7,14.5,14.65,14.65,15.14,3924,0.59,33,2322,59.17
PEL, EQ, 22-Mar-2021,1889.05,1889,1919.05,1865.7,1895,1896.25,1892.49,748612,14167.42,34958,121637,16.25
PENIND, EQ, 22-Mar-2021,18.65,19.35,19.35,18.05,18.35,18.25,18.41,210127,38.69,2958,156056,74.27
PENINLAND, EQ, 22-Mar-2021,5.9,6.05,6.15,5.95,6.15,6.15,6.04,1670657,100.87,377,1564409,93.64
PERFECT, SM, 22-Mar-2021,10,9.5,10.4,9.5,10.4,10.4,9.92,102000,10.12,10,102000,100
PERSISTENT, EQ, 22-Mar-2021,1942.2,1997,1997,1901.65,1990,1963.7,1941.71,135155,2624.32,19121,48206,35.67
PETRONET, EQ, 22-Mar-2021,224.1,226.6,231.5,225.25,228.9,228.75,228.46,5012225,11451.15,44679,2041910,40.74
PFC, EQ, 22-Mar-2021,123.5,123.5,124.45,121.05,121.5,121.45,122.67,5071374,6220.94,30814,2009617,39.63
PFC, N3, 22-Mar-2021,1315.3,1320,1324,1320,1324,1322.02,1322.03,287,3.79,3,287,100
PFC, N4, 22-Mar-2021,1067.59,1066,1067.99,1065.1,1065.1,1066.2,1066.2,614,6.55,11,614,100
PFC, N5, 22-Mar-2021,1222.99,1222.99,1227,1222.99,1227,1227,1226.8,445,5.46,5,445,100
PFC, N6, 22-Mar-2021,1120,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,50,0.56,1,50,100
PFC, N8, 22-Mar-2021,1403.5,1406,1409,1405,1409,1409,1406.45,240,3.38,5,240,100
PFIZER, EQ, 22-Mar-2021,4394.4,4395,4434.2,4376.3,4428,4413.65,4401.37,30877,1359.01,3940,13708,44.4
PFOCUS, EQ, 22-Mar-2021,58.2,60.45,60.45,56.2,56.35,56.65,57.24,85357,48.86,493,68494,80.24
PFS, EQ, 22-Mar-2021,18.95,19,19.4,18.55,18.85,18.8,18.94,632579,119.82,1862,337222,53.31
PGEL, BE, 22-Mar-2021,387.2,367.85,406.55,367.85,406.55,406.55,390.32,160109,624.94,1022, -, -
PGHH, EQ, 22-Mar-2021,12939.75,12821,13190,12821,13055,13018.95,13044.5,6132,799.89,1520,3698,60.31
PGHL, EQ, 22-Mar-2021,6470.7,6513,6534.85,6336.3,6373.75,6357.45,6366.58,9351,595.34,4133,5533,59.17
PGIL, EQ, 22-Mar-2021,174.9,180,180,170.05,170.05,170.05,173.33,3586,6.22,132,2497,69.63
PHILIPCARB, EQ, 22-Mar-2021,188.35,190,194.85,188.55,191.75,191.2,191.88,408157,783.19,6368,191640,46.95
PHOENIXLTD, EQ, 22-Mar-2021,745.7,740.05,775.05,735.05,758,769.7,760.55,127715,971.34,10417,73100,57.24
PIDILITIND, EQ, 22-Mar-2021,1751.05,1769,1783.8,1738.15,1760,1761.9,1759.83,617685,10870.21,50913,214893,34.79
PIGL, SM, 22-Mar-2021,39.25,38.05,39.95,38.05,39,39,39.23,16000,6.28,4,12000,75
PIIND, EQ, 22-Mar-2021,2278.9,2289,2310.75,2245,2293.25,2297.95,2279.56,254354,5798.15,30401,134386,52.83
PILANIINVS, EQ, 22-Mar-2021,1704.25,1700,1700,1670,1670,1672.9,1687.89,3522,59.45,582,1413,40.12
PILITA, EQ, 22-Mar-2021,16.95,17.85,17.85,16.5,16.6,16.75,16.98,196336,33.34,373,135031,68.78
PIONDIST, EQ, 22-Mar-2021,104.05,102.7,106.9,102.7,106.75,105.85,104.96,7837,8.23,280,2559,32.65
PIONEEREMB, EQ, 22-Mar-2021,38.5,38.5,39.75,38.5,39.4,39.4,39.39,18486,7.28,234,14040,75.95
PITTIENG, EQ, 22-Mar-2021,67.85,69.1,71.5,67.35,71,70.35,68.66,170436,117.02,2299,45732,26.83
PKTEA, BE, 22-Mar-2021,233.45,224,237.95,224,235,229.55,229.36,232,0.53,8, -, -
PLASTIBLEN, EQ, 22-Mar-2021,235.75,235.75,240,233.05,234.55,236.55,235.09,41529,97.63,554,37935,91.35
PNB, EQ, 22-Mar-2021,38.45,38.45,38.55,37.5,37.85,37.95,37.95,94389245,35819.78,79109,11578992,12.27
PNBGILTS, EQ, 22-Mar-2021,48.7,48.5,49.9,48.5,49.3,49.25,49.33,214870,106,1600,102358,47.64
PNBHOUSING, EQ, 22-Mar-2021,391.9,390.2,396.25,385.2,390.95,392.7,390.98,201618,788.28,5329,84595,41.96
PNC, EQ, 22-Mar-2021,29.9,31.35,31.35,31.35,31.35,31.35,31.35,143612,45.02,49,140481,97.82
PNCINFRA, EQ, 22-Mar-2021,245.95,237.55,246,231.05,245.05,243.4,237.2,1236702,2933.49,27425,592938,47.95
PODDARHOUS, BE, 22-Mar-2021,191.3,198.9,198.9,183.2,195.8,195.8,192.22,2111,4.06,46, -, -
PODDARMENT, EQ, 22-Mar-2021,195.55,197,197,191.05,192,193,193.71,4432,8.59,196,2906,65.57
POKARNA, EQ, 22-Mar-2021,224.25,226.05,249.5,224.25,240,240.45,239.74,448694,1075.69,11465,209927,46.79
POLYCAB, EQ, 22-Mar-2021,1353.1,1355,1377,1345,1350.85,1352.7,1369.47,326202,4467.23,13089,202208,61.99
POLYMED, EQ, 22-Mar-2021,815.45,818.3,830,793.05,814,804.8,808.97,73078,591.18,5729,35270,48.26
POLYPLEX, EQ, 22-Mar-2021,843.65,845,848.95,823,829.9,829.1,832.41,31643,263.4,2511,20352,64.32
PONNIERODE, EQ, 22-Mar-2021,148.05,148.05,150.25,148.05,148.15,148.95,148.73,1098,1.63,69,666,60.66
POWERFUL, SZ, 22-Mar-2021,3.65,3.5,3.5,3.5,3.5,3.5,3.5,6000,0.21,3,6000,100
POWERGRID, EQ, 22-Mar-2021,230.2,234.4,234.4,222.2,222.6,223.55,225.48,16414250,37010.28,125619,6445106,39.27
POWERINDIA, EQ, 22-Mar-2021,1311.45,1320,1408,1295.15,1408,1389.95,1360.65,99345,1351.74,6458,70268,70.73
POWERMECH, EQ, 22-Mar-2021,530.65,538,542,532,539,536.9,537.37,18480,99.31,1126,11496,62.21
PPAP, EQ, 22-Mar-2021,222.6,223.05,228,209,213.3,212.3,215.37,55334,119.17,2368,39294,71.01
PPL, EQ, 22-Mar-2021,119.45,123.4,128,121.15,124.75,124.7,125.06,175160,219.05,3205,60762,34.69
PRABHAT, EQ, 22-Mar-2021,93.35,95,98.75,92.55,93.7,93.95,95.33,1756169,1674.18,6271,1287630,73.32
PRAENG, EQ, 22-Mar-2021,7.95,7.95,8.35,7.95,8,8.1,8.1,14683,1.19,65,11133,75.82
PRAJIND, EQ, 22-Mar-2021,163.45,163.95,176.5,163.45,176.15,175.3,172.49,2011472,3469.56,31794,812127,40.37
PRAKASH, EQ, 22-Mar-2021,67.15,67.15,70.9,66.15,67.55,67.15,68.13,1970525,1342.6,11736,478507,24.28
PRAKASHSTL, EQ, 22-Mar-2021,0.8,0.85,0.85,0.8,0.8,0.8,0.81,59083,0.48,124,42519,71.96
PRAXIS, BE, 22-Mar-2021,46.95,44.65,44.65,44.65,44.65,44.65,44.65,9927,4.43,47, -, -
PRECAM, EQ, 22-Mar-2021,40.3,40.2,42.3,38.1,40.5,40.7,40.67,220019,89.48,1119,108019,49.1
PRECOT, EQ, 22-Mar-2021,101.55,100,106.6,100,106.6,106.6,106.33,8511,9.05,56,8306,97.59
PRECWIRE, EQ, 22-Mar-2021,192.65,193.95,195.9,190.5,190.5,191.7,192.99,66508,128.35,1541,30173,45.37
PREMEXPLN, BE, 22-Mar-2021,149,145,148.9,144,148.5,148.5,146.08,1877,2.74,19, -, -
PREMIER, BE, 22-Mar-2021,2.85,2.75,2.75,2.75,2.75,2.75,2.75,6182,0.17,11, -, -
PREMIERPOL, EQ, 22-Mar-2021,37.5,36.95,40.75,36.95,39.25,38.8,38.84,23202,9.01,504,12176,52.48
PRESSMN, EQ, 22-Mar-2021,23.05,23.65,23.8,22.9,23.2,23.1,23.43,60994,14.29,358,41627,68.25
PRESTIGE, EQ, 22-Mar-2021,285.6,286.05,300.5,283.6,298,299.4,294.49,883644,2602.27,13039,364275,41.22
PRICOLLTD, EQ, 22-Mar-2021,63.65,64,64.4,62.35,63.95,63.6,63.45,939468,596.1,9628,112503,11.98
PRIMESECU, BE, 22-Mar-2021,44,45,45.9,42.1,43.5,43.5,42.89,1156,0.5,38, -, -
PRINCEPIPE, EQ, 22-Mar-2021,421.8,426.7,437,415.8,419.8,420.2,424.22,249238,1057.32,10100,124599,49.99
PRIVISCL, EQ, 22-Mar-2021,647.55,647.55,690,646.85,689.4,683.1,669.33,44193,295.8,3317,29790,67.41
PROZONINTU, EQ, 22-Mar-2021,17.9,17.9,19.5,17.3,17.95,17.95,18.02,237730,42.83,859,141815,59.65
PRSMJOHNSN, EQ, 22-Mar-2021,114.95,115.8,121.15,114.1,117.7,118,117.72,338955,399.03,5444,152706,45.05
PSB, EQ, 22-Mar-2021,16.45,16.45,16.6,15.85,16.2,16.1,16.17,316637,51.2,1050,187093,59.09
PSPPROJECT, EQ, 22-Mar-2021,470,474.9,478.35,463.8,472,471.9,470.87,133617,629.16,5348,8480,6.35
PSUBNKBEES, EQ, 22-Mar-2021,23.86,24.5,24.5,23.35,23.89,23.64,23.76,535690,127.29,1056,291949,54.5
PTC, EQ, 22-Mar-2021,81,81,81.9,79.5,80.05,79.95,80.87,1531617,1238.6,9742,624233,40.76
PTL, EQ, 22-Mar-2021,39.15,39,39.9,38.55,38.85,38.9,39.05,22360,8.73,219,13684,61.2
PUNJABCHEM, EQ, 22-Mar-2021,900.15,909,916.4,882.05,900,901.4,903.84,9427,85.2,879,7074,75.04
PUNJLLOYD, BZ, 22-Mar-2021,1.85,1.8,1.8,1.8,1.8,1.8,1.8,81717,1.47,57, -, -
PURVA, EQ, 22-Mar-2021,74.25,74.25,77.35,74.15,76.5,76.25,76.11,89732,68.3,1294,32926,36.69
PVR, EQ, 22-Mar-2021,1367.6,1327,1351.05,1321,1329.5,1328.8,1334.78,1367515,18253.37,44311,291044,21.28
QGOLDHALF, EQ, 22-Mar-2021,1949,1940.2,1947,1928,1928,1929.8,1936.95,326,6.31,84,271,83.13
QNIFTY, EQ, 22-Mar-2021,1521,1521,1521,1518.95,1521,1521,1520.73,15,0.23,6,10,66.67
QUESS, EQ, 22-Mar-2021,719.8,727,728.9,690,694.95,696.3,704.53,138599,976.48,9096,63977,46.16
QUICKHEAL, EQ, 22-Mar-2021,187.3,187.25,192.55,184.2,187.75,187.7,188.06,195327,367.34,4480,81400,41.67
QUINTEGRA, BE, 22-Mar-2021,0.85,0.9,0.9,0.8,0.9,0.9,0.88,32349,0.29,29, -, -
RADICO, EQ, 22-Mar-2021,532.1,534.9,540,527.15,529,530.75,534.78,155423,831.17,5243,61862,39.8
RADIOCITY, EQ, 22-Mar-2021,23.75,23.55,24.3,23.5,23.9,23.8,23.78,101532,24.15,211,74083,72.97
RAILTEL, EQ, 22-Mar-2021,130.6,131.75,142.5,130.6,140,139.7,138.59,7632251,10577.31,69053,2114778,27.71
RAIN, EQ, 22-Mar-2021,146.55,147,151.6,145.6,147.5,147.95,148.88,1766578,2630,12176,559023,31.64
RAJESHEXPO, EQ, 22-Mar-2021,477.9,477,482,471.15,475.9,475.15,478.43,489176,2340.35,14320,319308,65.27
RAJMET, BE, 22-Mar-2021,89.5,89.5,89.5,88.15,89.5,89.2,88.61,916,0.81,16, -, -
RAJRATAN, EQ, 22-Mar-2021,757.95,763.95,840,763.95,835,836.15,827.57,52798,436.94,4190,22062,41.79
RAJRAYON, BZ, 22-Mar-2021,0.25,0.25,0.25,0.2,0.2,0.2,0.22,41360,0.09,40, -, -
RAJSREESUG, BE, 22-Mar-2021,18.7,19.4,19.55,18.25,18.6,18.6,18.83,7516,1.42,47, -, -
RAJTV, EQ, 22-Mar-2021,33,33.9,34.8,30.65,32.2,32.35,32.8,6581,2.16,229,3127,47.52
RAJVIR, BE, 22-Mar-2021,10,9.5,9.5,9.5,9.5,9.5,9.5,60,0.01,2, -, -
RALLIS, EQ, 22-Mar-2021,253.35,255,261,254,261,259.65,257.18,335868,863.79,13837,139312,41.48
RAMANEWS, EQ, 22-Mar-2021,16.05,16.05,16.05,15.55,15.6,15.8,15.77,42246,6.66,212,25405,60.14
RAMASTEEL, BE, 22-Mar-2021,68.6,70,70.7,67.3,69,69.15,69.98,40246,28.16,62, -, -
RAMCOCEM, EQ, 22-Mar-2021,952.7,950.9,980.65,921.25,972,974.6,969.01,529188,5127.88,12142,185385,35.03
RAMCOIND, EQ, 22-Mar-2021,256.4,260,262.25,254.25,257.7,257.9,257.1,68691,176.61,1968,30711,44.71
RAMCOSYS, EQ, 22-Mar-2021,578.7,584.55,585.2,568,575.3,578.8,577.7,72431,418.44,3610,36689,50.65
RAMKY, EQ, 22-Mar-2021,79.95,79.95,83.9,79.55,83.9,83.9,83.3,76511,63.73,250,71855,93.91
RANASUG, EQ, 22-Mar-2021,8.1,8.2,8.8,7.55,8.1,8.1,8.08,463943,37.51,708,294142,63.4
RANEENGINE, EQ, 22-Mar-2021,267.25,277.45,277.45,259,262.95,261.7,265.48,19491,51.75,442,12373,63.48
RANEHOLDIN, EQ, 22-Mar-2021,610.85,614.1,633,607.1,623,624.25,623.31,16086,100.27,785,9773,60.75
RATNAMANI, EQ, 22-Mar-2021,1888.65,1855,1925.05,1835,1869.95,1872.85,1870.81,22154,414.46,3625,9334,42.13
RAYMOND, EQ, 22-Mar-2021,338.4,339,345.9,336.25,341.5,341.65,341.76,534616,1827.11,26302,117236,21.93
